title_english,score,scored_by
Ousama ni Natta Kitsune,5.25,126.0
Out Of My Head,5.68,332.0
Out of My Mind,5.63,230.0
Out of Sight,6.64,179.0
Outbreak Company,7.17,181846.0
Outburst Dreamer Boys,6.76,17110.0
Outburst Dreamer Boys: It Is the Destiny of Those Born as Men,6.88,2740.0
Outlanders,5.82,4145.0
Outlaw Star,7.263333333333333,23419.666666666668
Oval x Over,5.75,1002.0
Over Drive,7.52,20811.0
Over Heart,5.52,159.0
Over Light,6.09,253.0
Over a Drink,5.08,595.0
Over the Sky,5.91,14879.0
Overd,6.22,229.0
Overflow,7.24,75738.0
Overkill,6.38,162.0
Overlord,7.91,960087.0
Overlord II,7.76,643847.0
Overlord III,7.92,571618.0
Overlord IV,8.08,267198.0
Overlord Movie: Manner Movie,6.85,6500.0
Overlord Movie: Ple Ple Pleiades,6.84,8985.0
Overlord: Ple Ple Pleiades,6.96,44650.0
Overlord: Ple Ple Pleiades - Fugitive Clementine,6.64,8386.0
Overlord: Ple Ple Pleiades - Nazarick's Greatest Crisis,6.93,28275.0
Overlord: Ple Ple Pleiades - Special Edition,6.22,808.0
Overlord: Ple Ple Pleiades 2,6.82,20295.0
Overlord: Ple Ple Pleiades 3,6.81,15613.0
Overlord: Ple Ple Pleiades 4,6.68,5450.0
Overlord: The Dark Hero,7.68,28303.0
Overlord: The Maid Tea Party,6.21,4409.0
Overlord: The Undead King,7.62,29661.0
Overman King Gainer,6.91,4455.0
Overtake!,7.51,21156.0
Owanko,5.55,122.0
Owari no Chronicle,5.06,1139.0
Owarimonogatari,8.45,237222.0
Owarimonogatari Second Season,8.87,194552.0
Owarimonogatari Second Season Recaps,7.82,9486.0
Ox Tales,7.0,892.0
Oxed-Man,4.45,261.0
"Oyaji no, Imo no Kamisama.",5.76,308.0
Oyako Club,5.45,429.0
Oyako Rankan The Animation,6.1,1549.0
Oyako wa Tsuzuku yo,6.09,157.0
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,6.7,4470.0
Oyama no Taishou,5.0,115.0
Oyasumi Sex,6.85,5674.0
Oyome-sama Honey Days♥,5.97,1369.0
Oz.,7.36,2008.0
Ozanari Dungeon: Kaze no Tou,6.28,1139.0
Ozma,6.08,7311.0
Ozmafia!!,5.46,7757.0
Ozmafia!! Special,5.42,486.0
P.E.T.,6.25,221.0
PADAK,6.67,430.0
PEACE MAKER KUROGANE – Belief & Friend,6.595000000000001,824.5
PES: Peace Eco Smile - Drive your Heart,4.83,589.0
PES: Peace Eco Smiles,5.53,1893.0
PHOENIX: EDEN17,6.6,1688.0
PLAYGROUND,6.22,723.0
"PLUG, THe NeW WORLD",5.55,149.0
PS3® no Tsukai Kata: feat.Peeping Life,5.57,140.0
PUCHIM@S,7.12,5980.0
PUCHIM@S 2,7.18,3601.0
Pa Para Papa,5.02,161.0
Pa-Pa-Pa the ★ Movie: Perman,6.3,359.0
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,6.41,265.0
Pac-World,5.41,1387.0
Pacusi,5.25,196.0
Pacusi no Uta,5.18,218.0
Pair,5.45,674.0
Paizuri Cheerleader vs. Sakunyuu Ouendan!,6.7,2693.0
"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",6.5,1975.0
Paku,5.83,179.0
Pale Cocoon,7.27,35343.0
Palette,6.75,464.0
Palladium: siroPd Motion Collective,5.77,110.0
Palm Town,6.83,964.0
Pan de Peace!,5.65,15773.0
Panache the Squirrel,5.61,120.0
Panda and the Magic Serpent,6.08,2356.0
Panda no Daibouken,5.97,326.0
Panda! Go Panda!,6.73,5581.0
Panda-Z: The Robonimation,6.07,892.0
Pandalian,6.26,362.0
Pandemic,5.07,1064.0
Pandora Hearts,7.65,176207.0
Pandora Hearts Omake,7.34,21567.0
Pandora Voxx Complete,6.33,154.0
Pandora in the Crimson Shell,6.5,16244.0
Pandora to Akubi,6.12,695.0
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,6.86,3321.0
Pani Poni Dash!,7.42,22497.0
Panini: Gray Raven,6.66,193.0
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,7.45,4710.0
Pankis! 2-jigen,5.61,159.0
Pankunchi,5.56,192.0
Panspermia,6.03,109.0
Pants no Ana: Mambo de Ganbo!,4.26,759.0
Panty & Stocking in Sanitarybox,6.38,21417.0
Panty & Stocking with Garterbelt,7.73,199701.0
Panty Flash Teacher,6.36,4566.0
Panty-Monium,6.49,2907.0
Panyo Panyo Di Gi Charat,6.64,2421.0
Panzer Dragoon,3.28,2111.0
Papa Katsu!,6.36,1743.0
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,6.76,5735.0
Papa ga Tonda Asa,5.54,149.0
Papa no Iukoto wo Kikinasai! OVA,7.32,22822.0
Papa no Iukoto wo Kikinasai!: Pokkapoka,7.16,23249.0
Papa to Kiss in the Dark,5.85,29179.0
Papa's March,5.5,126.0
Paper Film,4.71,185.0
Paper Moon,5.1,155.0
Paper Rabbit Rope,5.47,117.0
Paper Rabbit Rope Movie Episode 0,5.31,142.0
Paper Rabbit Rope x AU Collaboration,5.38,116.0
Paper Rabbit Rope x Boruto: Naruto Next Generations,5.47,2501.0
Paper Rabbit Rope x Panasonic Collaboration,5.64,113.0
Paperman,5.32,130.0
Papillon Rose,4.49,1593.0
Papillon Rose OVA,4.6,3949.0
Paprika,8.04,277696.0
Paprika (Music),6.56,828.0
Papuwa,6.59,860.0
Parade (2019),6.52,439.0
Parade Parade,5.95,1404.0
Parade of Fools,6.39,161.0
Paradise,5.835,161.0
Paradise Kiss,7.86,100092.0
Paradise of Innocence,5.87,9840.0
Paradox Live the Animation,6.86,8035.0
Parallel,4.77,157.0
Parallel World Pharmacy,7.29,111637.0
Paranoia Agent,7.67,164484.0
Parappa the Rapper,6.24,1694.0
Parasite,6.55,283.0
Parasite Dolls,6.54,6224.0
Parasite Piano,6.49,138.0
Parasol Henbei,6.25,266.0
Parasol Life,4.87,112.0
Parasyte: The Maxim,8.33,1168278.0
Pareo wa Emerald,5.53,193.0
Paris no Isabelle,5.52,378.0
Paroru's Future Island,5.89,1402.0
Partner's Territory,5.28,288.0
Passage of Time: Tokyo Station,6.53,2611.0
Passion,6.48,1869.0
Pastel Kazoku,5.2,134.0
Pastel Life,6.54,3250.0
Pastel Memories,5.14,5750.0
Pastel Tea Time,6.21,451.0
Pata Pata Mama,4.89,187.0
Patalliro Saiyuuki!,6.46,1580.0
Patalliro Saiyuuki! Special,5.91,176.0
Patalliro!,7.27,1888.0
Patalliro! Stardust Keikaku,6.53,610.0
Patema Inverted,7.94,136026.0
Patema Inverted: Beginning of the Day,7.33,12038.0
Patissier Monster,5.5,187.0
Patlabor 2: The Movie,7.99,17297.0
Patlabor Movie 3: WXIII,6.67,5933.0
Patlabor: The Mobile Police,7.26,14081.0
Patlabor: The Mobile Police - The TV Series,7.68,10670.0
Patlabor: The Movie,7.55,20886.0
Patty and Jimmy in You're a Superstar!,5.38,128.0
Paul Rusch: His Life and Dream,5.97,182.0
Paul in Fantasy Island,6.41,666.0
Paulette's Chair,6.97,6845.0
Pause! Let Me Check the Walkthrough First,6.43,2304.0
PePePePengiin,5.36,138.0
Peace Hame!,7.07,4728.0
Peace Maker Kurogane,7.29,23748.0
Peace Maker Kurogane: Festival of Gion,6.57,792.0
Peaceful Times (F02) Petit Film,4.9,2387.0
Peach Boy Riverside,6.24,70969.0
Peach Boy Riverside Mini Anime,5.7,588.0
Peach Girl: Super Pop Love Hurricane,6.93,52621.0
Pecola,5.73,199.0
Peeping Life 5.0ch,5.64,165.0
Peeping Life Specials,4.91,274.0
Peeping Life TV: Season 1??,5.64,987.0
Peeping Life: Gekijou Original-ban,5.3,177.0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,5.71,109.0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,5.78,118.0
Peeping Life: The Perfect Edition,5.14,983.0
Peeping Life: The Perfect Emotion,5.32,287.0
Peeping Life: The Perfect Emotion Special,5.22,228.0
Peeping Life: The Perfect Evolution,5.36,275.0
Peeping Life: The Perfect Evolution Specials,5.33,203.0
Peeping Life: The Perfect Explosion,5.45,167.0
Peeping Life: The Perfect Explosion Specials,5.4,105.0
Peeping Life: The Perfect Extension,5.7,170.0
Peeping Life: This Is Fate! II,5.56,178.0
"Peeping Life: Welcome to Kansai, Newlyweds!",5.07,254.0
Peeping Life: World History,5.74,271.0
Peeping Life: YouTuber-kun,4.31,367.0
Pekkle in Aladdin and His Magic Lamp,5.58,171.0
Pekkle in Drakestail,5.55,172.0
Pekkle in Find the Secret Treasure,5.51,132.0
Pekkle in the Adventures of Sinbad,5.74,219.0
Pekkle in the Great Swimming Race,5.38,164.0
Pekkle in the Ugly Duckling,5.55,159.0
Peko Random Brain!,6.54,571.0
PekoMiko Great War!!,6.31,441.0
Pelican Road Club Caroucha,5.6,253.0
Pendant,5.06,224.0
Pendulum,7.46,12888.0
Penetrate Blue: Vapor Trail Another Age 2824,5.67,125.0
Peng You Town,5.6,198.0
Penguin Highway,7.55,33569.0
Penguin Minna Kyoudai 2020,5.71,139.0
Penguin Musume♥Heart,6.69,6749.0
Penguin Musume♥Heart Special,6.28,1809.0
Penguin no Mondai,5.78,311.0
Penguin's Memory: Shiawase Monogatari,7.04,1869.0
Penguindrum,7.93,109050.0
People who are eating,5.19,221.0
Pepsi Nex x 009 Re:Cyborg,5.32,343.0
Perfect Blue,8.54,386953.0
Perfect Day,7.33,6884.0
Perfect Sekai,6.62,640.0
Perfect World,7.78,1946.0
Period Color,6.38,304.0
Perman,6.56,2758.0
Perman (1983) Specials,6.03,259.0
Perman: Birdman ga Yatte Kita!!,5.86,248.0
PeroPero☆Teacher,6.33,3283.0
Peropero Candy,4.85,430.0
Perrine Monogatari,7.54,1552.0
Perrine Monogatari Movie,6.04,132.0
Persia no Komoriuta: Watashi no Hana,5.17,148.0
Persia the Magic Fairy,6.78,1381.0
Persona (Music),6.36,384.0
Persona 2: Another Self,6.27,1704.0
"Persona 3 the Movie Meets ""Walkman""",6.19,2075.0
Persona 3 the Movie: #1 Spring of Birth,7.53,63924.0
Persona 3 the Movie: #2 Midsummer Knight's Dream,7.61,47739.0
Persona 3 the Movie: #3 Falling Down,7.59,38272.0
Persona 3 the Movie: #4 Winter of Rebirth,8.04,36688.0
Persona 4 the Animation,7.51,131031.0
Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,6.31,1828.0
Persona 4 the Animation: Mr. Experiment Shorts,5.83,1387.0
Persona 4 the Animation: No One is Alone,7.48,24312.0
Persona 4 the Animation: The Factor of Hope,7.26,4875.0
Persona 4 the Golden Animation,6.62,42115.0
Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.51,5140.0
Persona 5 the Animation,6.43,100151.0
Persona 5 the Animation -THE DAY BREAKERS-,7.06,28417.0
Persona 5 the Animation Recap,6.32,1865.0
Persona 5 the Animation Specials,6.91,5581.0
Persona 5 the Animation TV Specials,6.89,18375.0
Persona: Trinity Soul,6.5,26439.0
Personal City,4.9,186.0
Perverse Investigations,5.24,1280.0
Perverted Thomas,5.95,1698.0
Pet,6.44,29787.0
Pet Life,6.25,2854.0
Pet Shop of Horrors,7.24,32281.0
Peter Grill and the Philosopher's Time,5.52,92550.0
Peter Grill and the Philosopher's Time: Super Extra,5.95,21177.0
Peter Pan & Wendy,6.76,2067.0
Peter Pan no Bouken Specials,5.71,124.0
Petit Clover Advance,6.53,1951.0
Petit Cool Doji Danshi no Hitokoma,6.25,241.0
Petit Eva: Evangelion@School,5.43,11231.0
Petit Manga,4.43,220.0
Petit Seka,6.94,2504.0
Petit! Tokyo Mew Mew New ♡,5.93,239.0
Petite Princess Yucie,7.4,6507.0
Petit☆Dream Stars! Let's La Cooking? Showtime!,5.87,357.0
PetoPeto-san,6.49,2676.0
Petting a Dog,3.81,1277.0
Phantasy Star Online 2 The Animation,6.3,29062.0
Phantasy Star Online 2: Episode Oracle,6.205,3750.0
Phantom Hunter Miko,5.59,641.0
Phantom Quest Corp.,6.49,2509.0
Phantom Yuusha Densetsu,5.15,483.0
Phantom in the Twilight,6.42,15547.0
Phantom of the Idol,6.74,8522.0
Phantom of the Kill: Zero kara no Hangyaku,6.12,3254.0
Phantom: Requiem for the Phantom,7.93,126945.0
Phantom: Requiem for the Phantom Picture Drama,6.5,2093.0
Phantom: The Animation,6.46,6085.0
Phenakistoscope,4.75,316.0
Phi Brain: Puzzle of God 3,7.23,13706.0
Phi-Brain ~ Puzzle of God,7.16,45126.0
Phi-Brain ~ Puzzle of God: The Orpheus Order,7.26,21995.0
Philip,6.27,285.0
Phoenix,7.05,3193.0
Phoenix: Karma Chapter,6.82,1945.0
Photo Kano,6.19,47562.0
Photodiary,4.73,225.0
Photodiary 87,5.1,204.0
Photon: The Idiot Adventures,7.01,6918.0
Pi Po Pa Po Patrol,5.49,219.0
PiKA PiKA,5.02,343.0
Pia Carrot e Youkoso!! 2 DX,6.18,1363.0
Piacevole: My Italian Cooking,5.88,7766.0
Piano,5.52,106.0
Piano: The Melody of a Young Girl's Heart,5.98,3526.0
Pianoman,6.31,777.0
Pianoman Trailer,5.35,274.0
Pick Me Up! Pilot,5.59,147.0
Pico to Chico,4.34,45738.0
Pico x CoCo x Chico,4.33,42518.0
Picotopia,5.07,857.0
Pictures at an Exhibition,6.1,1153.0
Piece,6.0,1278.0
Pieces,5.09,419.0
Piercing the Dawn of Time,6.71,169.0
Pig Sale,5.31,265.0
Pig: The Dam Keeper Poems,6.89,271.0
Pigeon Blood,5.33,1961.0
Pigtails,6.75,2028.0
Pika Don,6.31,545.0
Pikachu and the Pokemon Music Squad,6.22,2718.0
Pikachu's Exploration Club,6.26,2720.0
Pikachu's Great Ice Adventure,6.3,2598.0
Pikachu's Great Sparking Search!,6.27,2661.0
Pikachu's Island Adventure,6.38,4822.0
"Pikachu, What's This Key?",6.32,2644.0
Pikaia!,5.84,251.0
Pikaia!!,5.83,157.0
Pikmin Short Movies,6.95,1021.0
Pikotaro's Lullaby La La By (TV),5.58,2865.0
Pikotaro's Lullaby La La By (Web),5.22,1235.0
Ping Pong the Animation,8.62,186600.0
Pingu in the City,6.47,14447.5
Pink Jumon,5.59,107.0
Pink no Curtain,4.81,246.0
Pink: Water Thieves Rain Thieves,5.59,941.0
Pinkerton,6.61,3264.0
Pinky,3.37,2298.0
Pinky Monkey no Umareta Hi,5.04,174.0
Pinky Street,4.56,612.0
Pinky Wakuwaku Tabi Stroll,4.78,205.0
Piplup Step,7.04,1269.0
PistStar,4.54,409.0
Pita-Ten,6.92,11020.0
Pittoshite! Marmalade,6.01,356.0
Piyoko ni Omakase pyo!,6.55,1483.0
Pi~hyara Kouta,5.28,203.0
Place to Place,7.47,149116.0
Planet With,7.15,24037.0
Planet:Valkyrie,5.56,564.0
Planetarian: Snow Globe,7.23,3601.0
Planetarian: Storyteller of the Stars,7.81,16457.0
Planetarian: The Reverie of a Little Planet,7.55,41640.0
Planetarium,6.56,271.0
"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo",6.32,114.0
Planetarium Pokemon: Aurora kara no Message,6.41,527.0
Planetes,8.25,77667.0
Planetes Picture Drama,5.61,808.0
Plantopia,6.81,230.0
Planzet,5.52,2069.0
Plastic Little,6.11,7147.0
Plastic Memories,7.91,478825.0
Plastic Model Wrestling Sanshiro,7.35,1610.0
Plastic Neesan,7.19,101525.0
Platinum End,6.04,136535.0
Platonic Chain,5.67,1072.0
Platonic Chain: Ansatsu Jikkouchuu,5.7,117.0
Platonic Chain: Web,5.53,370.0
"Play ""Tag""",6.0,153.0
Play Ball,5.92,434.0
Play Ball 2nd,5.97,140.0
Play Dice!,6.98,624.0
Play Goodbye,7.08,2386.0
"Play It Cool, Guys",7.86,27942.0
Play Jazz,4.38,279.0
Play the Lupin: Clips x Parts Collection,5.84,267.0
Playground,4.9,452.0
Ple Ple Pleiades × Kagejitsu!,7.16,3565.0
Pleasant Goat and Big Big Wolf,6.35,365.0
Pleasant Goat and Big Big Wolf: Mission Incredible: Adventures on the Dragon's Trail,5.55,184.0
Pleasant Goat and Big Big Wolf: Moon Castle - The Space Adventure,5.55,199.0
Pleasant Goat and Big Big Wolf: The Super Snail Adventure,5.76,230.0
Pleasant Goat and Big Big Wolf: The Tiger Prowess,5.55,213.0
Please Save My Earth,7.08,6260.0
Please Save My Earth Movie: From Alice to Rin-kun,6.61,497.0
Please Save My Earth: The Passing of the Golden Age,6.42,462.0
Please Teacher!,7.1,96110.0
Please Teacher!: Marie Love Theater,6.69,5372.0
Please Teacher!: Secret Couple,7.28,29263.0
Please Twins!,6.81,50359.0
Please Twins!: The Summer Never Ends,6.99,17724.0
Please tell me! Galko-chan,7.01,79133.0
Please tell me! Galko-chan OVA,7.05,14245.0
Please ♥♥♥♥ Me!,6.75,7691.0
Please! Marry Me!!,5.52,181.0
Plunderer,6.64,186411.0
Plus 50000-nen,5.45,191.0
Plus-Sized Elf,6.19,2339.0
Pluto,8.48,69493.0
Po,5.82,525.0
PoPo Loouise,5.49,193.0
Pocari Sweat Run Carnival 2019,5.52,210.0
Pocari Sweat x Fuji Rock Festival ’17,5.33,212.0
Pochacco in Exciting Birthday,5.9,114.0
Pochacco in Jack and the Beanstalk,5.54,152.0
Pochacco in The Excitement at the Carrot Patch,5.91,106.0
Pochama Sweets,5.52,238.0
Poco's Udon World,7.75,54048.0
Poison Apple,6.23,128.0
Poka Poka Planet,6.09,200.0
Pokedance,6.66,321.0
Pokemon (2019): Natsuyasumi Chokuzen 1-jikan Special,5.87,345.0
Pokemon Advanced Generation Planetarium: Tenkuu Kara no Chousen,6.34,233.0
Pokemon Anime Chou Hyakka: Pokemon Kingin Zukan Super Select,5.91,145.0
Pokemon Best Wishes! Hikari to Kage no Tenkyuugi,6.27,300.0
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.52,3339.0
Pokemon Café ReMix CM,5.74,112.0
Pokemon Center Okinawa PV,5.88,290.0
Pokemon Daisuki Club,5.65,629.0
Pokemon Diamond & Pearl Atsumare! Pokemon Hoshi Matsuri,6.3,245.0
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,6.58,665.0
Pokemon Diamond & Pearl Specials,6.93,5637.0
Pokemon Diamond & Pearl: Clip Show,6.34,1476.0
Pokemon Masters EX: 4.5 Year Celebration!,6.08,120.0
Pokemon Masters: Trainers Daishuuketsu Special Animation,6.25,1120.0
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.75,5167.0
Pokemon Scarlet Violet,5.82,456.0
Pokemon Sun & Moon Planetarium,6.27,258.0
Pokemon XY SP: Road to Kalos,6.45,3662.0
Pokemon XY&Z Specials,7.08,6134.0
Pokemon XY: Hoopa no Odemashi Daisakusen!!,6.1,1985.0
Pokemon XY: New Year Special,6.29,2298.0
Pokemon XY: New Year's Eve 2014 Super Mega Special,6.32,1586.0
Pokemon XY: Sora no Hahen,6.77,2788.0
"Pokemon no Heisei-shi: Kayou Kara Mokuyou, Soshite Nichiyou e",5.79,442.0
Pokemon: Aki no Special,5.81,861.0
"Pokemon: Hoopa, The Mischief of Pokemon",6.54,5486.0
Poker,5.19,527.0
Pokémon,7.39,402728.0
Pokémon 25th Anniversary,5.99,286.0
Pokémon 3: The Movie,7.08,116404.0
Pokémon 3D Adventure: Find Mew!,6.97,4412.0
Pokémon 4D: Pikachu's Ocean Adventure,6.83,4223.0
Pokémon 4Ever,6.9,99549.0
Pokémon Black and White 2: Introduction Movie,7.39,10279.0
Pokémon Chronicles,6.89,16582.0
Pokémon Concierge,7.69,6726.0
Pokémon Evolutions,7.43,9753.0
Pokémon Generations,7.47,35711.0
Pokémon Heroes,7.16,76583.0
Pokémon Horizons: The Series,7.4,6717.0
Pokémon Journeys: The Series,7.55,37880.0
Pokémon Kids TV: Good Night Rowlet,5.65,329.0
Pokémon Kids TV: Great March of Pokémon,5.24,333.0
Pokémon Kids TV: Hisuian Voltorb is Berry Sorry,5.66,296.0
Pokémon Kids TV: Jigglypuff's Mini Concert,5.72,337.0
Pokémon Kids TV: Learn and play with Pokémon,5.51,237.0
Pokémon Kids TV: Let's Play with Pokémon,5.46,322.0
Pokémon Kids TV: Moncolle Story,5.53,294.0
Pokémon Kids TV: Mysterious Ghost Manor,5.43,218.0
Pokémon Kids TV: Peek-a-boo!,5.12,345.0
Pokémon Kids TV: Pikachu's Morning Routine,5.65,303.0
"Pokémon Kids TV: Pikachu, Piplup and the Playful Clay!",5.46,283.0
Pokémon Kids TV: Pokédex Info,5.48,272.0
Pokémon Kids TV: Pokémon x ASMR,5.72,243.0
Pokémon Kids TV: Rolling Poké Balls,5.53,241.0
Pokémon Kids TV: Sports Day,5.54,445.0
Pokémon Kids TV: Weight Championship,5.43,286.0
"Pokémon Kids TV: Wooper, Let's Tidy Up!",5.68,296.0
Pokémon Mystery Dungeon: Explorers of Sky—Beyond Time and Darkness,6.66,4887.0
Pokémon Mystery Dungeon: Explorers of Time and Darkness,6.55,5506.0
Pokémon Mystery Dungeon: Gates to Infinity,6.24,1749.0
Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,6.49,7771.0
Pokémon Ranger and the Temple of the Sea,6.78,53709.0
Pokémon Ranger: Guardian Signs,6.36,4050.0
Pokémon the Movie: Black - Victini and Reshiram,6.62,29215.0
Pokémon the Movie: Diancie and the Cocoon of Destruction,6.5,28622.0
Pokémon the Movie: Genesect and the Legend Awakened,6.36,29339.0
Pokémon the Movie: Hoopa and the Clash of Ages,6.6,35092.0
Pokémon the Movie: I Choose You!,7.14,38436.0
Pokémon the Movie: Kyurem VS. The Sword of Justice,6.47,31852.0
Pokémon the Movie: Secrets of the Jungle,7.27,12051.0
Pokémon the Movie: The Power of Us,7.18,22543.0
Pokémon the Movie: Volcanion and the Mechanical Marvel,6.63,22578.0
Pokémon the Movie: White - Victini and Zekrom,6.63,34921.0
Pokémon the Series: Sun & Moon,6.92,62419.0
Pokémon the Series: XY,7.41,108759.0
Pokémon the Series: XYZ,7.75,93354.0
Pokémon: Advanced,7.13,118309.0
Pokémon: Arceus and the Jewel of Life,7.04,55302.0
Pokémon: Black & White,6.43,61758.0
Pokémon: Black & White: Adventures in Unova,6.68,27241.0
Pokémon: Black & White: Adventures in Unova and Beyond,6.31,25682.0
Pokémon: Black & White: Adventures in Unova and Beyond - Cilan and Brock!! Gyarados's Outrage!!,6.61,3934.0
Pokémon: Black & White: Rival Destinies,6.45,41220.0
Pokémon: Camp Pikachu,6.5,10199.0
Pokémon: Destiny Deoxys,6.97,72724.0
Pokémon: Diamond and Pearl,7.29,92091.0
"Pokémon: Diancie, Princess of the Diamond Domain",6.25,3230.0
Pokémon: Distant Blue Sky!,7.25,3143.0
Pokémon: Eevee and Friends,6.76,4432.0
Pokémon: Giratina and the Sky Warrior,6.89,57196.0
Pokémon: Gotta Dance,6.44,5870.0
Pokémon: Hisuian Snow,7.4,6783.0
Pokémon: Jirachi — Wish Maker,6.75,61829.0
Pokémon: Journey of One Dream,6.19,151.0
Pokémon: Lucario and the Mystery of Mew,7.32,75036.0
Pokémon: Mega Evolution Special,7.41,18296.0
Pokémon: Meloetta's Moonlight Serenade,6.43,4221.0
Pokémon: Mewtwo - Prologue to Awakening,6.64,4390.0
Pokémon: Mewtwo Returns,7.07,47179.0
Pokémon: Mewtwo Strikes Back - Evolution,6.16,15612.0
Pokémon: Origins,7.73,158017.0
Pokémon: Paldean Winds,7.05,2542.0
Pokémon: Pichu Bros. in Party Panic,6.49,6643.0
Pokémon: Pikachu and Pichu,6.71,24972.0
Pokémon: Pikachu's Big Mysterious Adventure,6.28,2496.0
Pokémon: Pikachu's Ghost Festival!,6.26,2783.0
Pokémon: Pikachu's Pikaboo,6.49,7866.0
Pokémon: Pikachu's Rescue Adventure,6.55,14596.0
Pokémon: Pikachu's Summer Bridge Story,6.17,2047.0
Pokémon: Pikachu's Summer Festival!,6.26,3333.0
Pokémon: Pikachu's Summer Vacation,6.81,20960.0
Pokémon: Pikachu's Winter Vacation,6.5,7573.0
Pokémon: Pikachu's Winter Vacation (2000),6.42,4684.0
Pokémon: Pikachu's Winter Vacation (2001),6.39,4556.0
Pokémon: Sing Meloetta - Search for the Rinka Berries,6.19,2339.0
Pokémon: Slowking's Day,6.14,6616.0
Pokémon: The Arceus Chronicles,6.66,4180.0
Pokémon: The First Movie - Mewtwo Strikes Back,7.65,180898.0
Pokémon: The Mastermind of Mirage Pokémon,6.49,17206.0
Pokémon: The Movie 2000,7.34,126124.0
Pokémon: The Rise Of Darkrai,7.3,73576.0
Pokémon: To Be a Pokémon Master,7.56,11138.0
Pokémon: Twilight Wings,7.52,12677.0
Pokémon: Twilight Wings - The Gathering of Stars,6.94,3882.0
Pokémon: Zoroark: Master of Illusions,6.87,45341.0
Pokétoon,7.3,3368.0
Polar Bear Cafe,7.89,23867.0
Polaris,6.38,225.0
Pole Princess!!,5.55,853.0
Pole Princess!! Prologue,5.13,627.0
Police in a Pod,7.17,22907.0
Polka Dot,5.19,597.0
Polyphonica,6.79,10857.0
Polyphonica Crimson S,7.12,9175.0
Pom Poko,7.3,64312.0
Pom Pom Purin in the Northwind and the Sun,5.6,131.0
Pom Pom Purin in the Tortoise and the Hare,5.44,150.0
Pompo: The Cinéphile,8.15,15805.0
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,5.25,328.0
Ponkotsu Quest x Gatchaman Special,5.35,154.0
Ponkotsuland Saga,4.56,727.0
Ponta Monogatari,5.28,109.0
Pony Metal U-GAIM Promotion Film,5.69,563.0
Ponyo,7.94,391403.0
Poo-Neko,5.79,164.0
Pop,3.77,967.0
Pop Team Epic,7.29,110460.0
Pop Team Epic Kinen,6.3,2214.0
Pop Team Epic Season 2,7.51,15665.0
Pop in Q,6.19,2525.0
Pop in Q Dance MV,5.47,357.0
Popee the Clown,7.24,5029.0
Popee the Performer: Countdown Special,6.32,553.0
Popful Mail,5.71,335.0
Popipo (Momosuzu Nene Cover),6.13,118.0
PopoloCrois,6.75,1009.0
Popolocrois Monogatari,6.96,1370.0
Popolocrois Monogatari Pilot,5.83,120.0
Popotan,6.25,10381.0
Pops,5.11,594.0
Poputepipikku Specials,5.95,758.0
Poputepipikku TV Special,7.33,9600.0
Porco Rosso,7.95,161437.0
Poron Guitar,5.2,136.0
Porong Porong Pororo,5.91,428.0
Pororo Goes to Korea,5.63,124.0
Pororo the Little Penguin 2,5.79,236.0
Pororo the Little Penguin 3,5.66,215.0
Pororo the Little Penguin 4,5.47,187.0
Pororo the Little Penguin 5,5.62,181.0
Pororo the Little Penguin 6,5.73,126.0
Pororo to the Cookie Castle,5.8,119.0
Pororo: The Racing Adventure,5.56,119.0
